order_id,customer_id,product_id,product_name,category,quantity,unit_price,total_amount,order_date,region,payment_method,status,discount_pct
0edd515f-e0e8-4d1a-b3db-4a736e435baf,CUST3125,P004,Running Shoes,Footwear,5,5001.34,25006.7,2024-04-05 00:00:00,Central,Debit Card,Returned,0.18
8bef61a4-3038-4299-ab5b-7545f6af4454,CUST7984,P007,Backpack,Accessories,2,2558.11,5116.22,2024-10-15 00:00:00,South,COD,Returned,0.01
27ddbc9d-70b4-4686-89b0-3eddb35a2c79,CUST3910,P003,T-Shirt,Apparel,2,820.95,1641.9,2024-11-01 00:00:00,Central,UPI,Processing,0.258
03b091ec-bd98-4999-8698-9db586369891,CUST8389,P006,Novel,Books,4,656.51,2626.04,2024-01-03 00:00:00,East,Net Banking,Processing,0.159
9b7077bf-034e-4335-92aa-5d72d5683ca6,CUST1673,P001,Laptop,Electronics,2,97760.33,195520.66,2024-09-01 00:00:00,East,Credit Card,Completed,0.087
a217b156-f33f-4bfd-9d8d-12cf945204bb,CUST5492,P008,Yoga Mat,Sports,1,632.6,632.6,2024-07-18 00:00:00,North,Net Banking,Processing,0.093
d48aae01-2f60-4720-8e31-d8e95c4c3a9c,CUST1951,P008,Yoga Mat,Sports,2,1745.87,3491.74,2024-08-27 00:00:00,North,COD,Processing,0.174
ac1ade0c-03ed-495c-9b31-f9d343530428,CUST8286,P007,Backpack,Accessories,2,3365.99,6731.98,2024-06-12 00:00:00,North,Net Banking,Returned,0.008
ae46bcb7-a244-44fa-9b75-d6051a7fe455,CUST5301,P008,Yoga Mat,Sports,4,1184.0,4736.0,2024-02-28 00:00:00,East,UPI,Completed,0.04
ef311ca3-615c-4c16-8567-1d1998d60598,CUST6842,P005,Coffee Maker,Appliances,2,3919.18,7838.36,2024-11-12 00:00:00,Central,Net Banking,Shipped,0.099
71196d7f-1037-4b32-b655-532444c33110,CUST8125,P006,Novel,Books,5,548.94,2744.7,2024-03-27 00:00:00,Central,Net Banking,Completed,0.23
046f8645-fccc-4ada-a05c-5d57d493366d,CUST2117,P008,Yoga Mat,Sports,3,1106.64,3319.92,2024-10-27 00:00:00,Central,COD,Processing,0.123
0319cb60-9d25-41dd-8199-6d59e2fafcb5,CUST6192,P006,Novel,Books,1,491.16,491.16,2024-02-20 00:00:00,North,Net Banking,Completed,0.03
bf865833-f270-4226-8f91-2ae7ca007e3c,CUST5712,,Coffee Maker,Appliances,2,5004.33,10008.66,2024-09-30 00:00:00,,Debit Card,Cancelled,0.289
3bfdcf2a-c80d-402f-b810-35e65da3a044,CUST1730,P006,Novel,Books,5,449.61,2248.05,2024-10-04 00:00:00,West,Debit Card,Processing,0.005
86ebde1d-c415-4028-8992-ba1aebdb4269,CUST1981,P001,Laptop,Electronics,4,68569.43,274277.72,2024-04-15 00:00:00,East,Net Banking,Completed,0.177
175ce199-2f7a-461e-8a18-56b2de824f53,CUST4189,P001,Laptop,Electronics,4,79681.39,318725.56,2024-10-19 00:00:00,East,Debit Card,Cancelled,0.168
32461548-0263-4632-8160-63a5a53765d4,CUST5538,P008,Yoga Mat,Sports,5,1977.27,9886.35,2024-07-29 00:00:00,East,Net Banking,Returned,0.02
7083f0df-3b4a-453d-978c-4c777d48c65f,CUST1430,P003,T-Shirt,Apparel,4,1643.7,6574.8,2024-08-15 00:00:00,Central,Credit Card,Shipped,0.041
2eeb08f8-9f6a-402c-a702-30979c98e02b,CUST1755,P005,Coffee Maker,Appliances,5,1423.94,7119.7,2024-05-16 00:00:00,East,Credit Card,Returned,0.128
9b10831c-7525-4db5-afda-87cba9988d29,CUST2779,P008,Yoga Mat,Sports,4,1640.45,6561.8,2024-04-24 00:00:00,West,COD,Returned,0.296
26120e5b-bdd7-4c2e-821e-ea03c8e2b459,CUST3395,P007,Backpack,Accessories,1,1327.53,1327.53,2024-02-25 00:00:00,North,COD,Returned,0.029
e71f4cab-327a-4856-b6aa-12f1dda7097b,CUST7946,P001,Laptop,Electronics,4,53563.83,214255.32,2024-11-23 00:00:00,East,Debit Card,Shipped,0.188
c0ee9359-8ddc-459f-8f55-76206c4e3b81,CUST9151,P004,Running Shoes,Footwear,4,1729.94,6919.76,2024-11-03 00:00:00,South,Debit Card,Shipped,0.263
5044dbfb-2597-4536-8282-c9c7b540c55d,CUST4232,P002,Headphones,Electronics,1,3975.52,3975.52,2024-11-04 00:00:00,North,Credit Card,Processing,0.003
94cbcef5-e851-48cf-9f50-c024ce4e2b82,CUST8907,P002,Headphones,Electronics,1,1633.15,1633.15,2024-08-26 00:00:00,Central,UPI,Processing,0.157
55018b67-bf31-4caa-ad51-496c9339aaf2,CUST1565,P002,Headphones,Electronics,2,4250.26,8500.52,2024-10-23 00:00:00,West,Debit Card,Completed,0.19
2d72cc54-cd19-4ea9-b509-304bee35413d,CUST2917,P008,Yoga Mat,Sports,4,1752.69,7010.76,2024-11-02 00:00:00,Central,Net Banking,Cancelled,0.001
77431aa5-1c77-4662-b4c3-b90e1a248fa9,CUST9763,P001,Laptop,Electronics,4,113461.99,453847.96,2024-07-16 00:00:00,East,Net Banking,Cancelled,0.241
53335654-3e57-45f0-873a-d767a5066796,CUST7994,P004,Running Shoes,Footwear,5,6136.29,30681.45,2024-06-21 00:00:00,East,COD,Shipped,0.291
25cece41-2626-4f4d-be38-2aea52a201b1,CUST8001,P003,T-Shirt,Apparel,3,1856.43,5569.29,2024-01-24 00:00:00,South,Debit Card,Completed,0.09
eddd77af-2e9d-4b91-8a71-f679a8bb87df,CUST8656,P003,T-Shirt,Apparel,1,2209.59,2209.59,2024-06-09 00:00:00,East,Debit Card,Cancelled,0.213
5096d20f-332a-4dde-96a8-e95a90c994db,CUST6693,P008,Yoga Mat,Sports,5,1971.23,9856.15,2024-12-06 00:00:00,North,UPI,Completed,0.041
441ff42c-d48d-49e3-b16e-71d255d635ee,CUST6509,P004,Running Shoes,Footwear,3,2550.26,7650.78,2024-03-29 00:00:00,Central,Net Banking,Processing,0.079
e749dfba-897f-4204-9c3f-f3c5a079b89b,CUST1551,P007,Backpack,Accessories,2,2990.38,5980.76,2024-05-26 00:00:00,North,UPI,Processing,0.156
1e0dfb26-72fd-4e68-b0eb-e1eab0ce1904,CUST7123,P003,T-Shirt,Apparel,3,787.4,2362.2,2024-07-28 00:00:00,South,COD,Cancelled,0.116
6357c5a8-effa-47c0-a49b-b14b682acee4,CUST3974,P007,Backpack,Accessories,5,1533.77,7668.85,2024-02-24 00:00:00,Central,Debit Card,Returned,0.257
4665e886-89d9-487b-a25a-e46ebce86c0a,CUST8881,P008,Yoga Mat,Sports,2,1627.59,3255.18,2024-08-02 00:00:00,North,Debit Card,Shipped,0.181
834d7d21-9777-4e5c-93ad-7e1cf65d71d4,CUST1094,P005,Coffee Maker,Appliances,2,5217.95,10435.9,2024-08-08 00:00:00,Central,UPI,Processing,0.256
ea98a858-7bbe-4485-bfcc-108b3faf70b0,CUST4019,P001,Laptop,Electronics,5,46989.93,234949.65,2024-07-24 00:00:00,East,UPI,Processing,0.256
02edd9eb-f8de-4a8d-bd63-c3ae09008589,CUST4451,P007,Backpack,Accessories,2,1499.85,2999.7,2024-12-22 00:00:00,North,Debit Card,Shipped,0.281
a20f091b-17b4-4563-a26b-bec6878ecf88,CUST6796,P006,Novel,Books,5,198.55,992.75,2024-07-06 00:00:00,West,Credit Card,Processing,0.215
d1d70a60-73a3-461f-a5d6-004fc56859c7,CUST4399,P002,Headphones,Electronics,5,4734.31,23671.55,2024-03-25 00:00:00,Central,Credit Card,Shipped,0.079
1829f17d-1b97-45ee-b4d4-f6d82b6a8967,CUST2559,P007,Backpack,Accessories,2,1993.65,3987.3,2024-11-11 00:00:00,North,COD,Processing,0.175
1608437d-59f4-4512-b934-44fcc66b1fdd,CUST2494,P005,Coffee Maker,Appliances,4,3459.81,13839.24,2024-03-31 00:00:00,West,Net Banking,Completed,0.23
b613e94a-b464-438d-b8c0-14c2cc8b8c2b,CUST4222,P008,Yoga Mat,Sports,2,1192.05,2384.1,2024-08-09 00:00:00,East,COD,Completed,0.218
928691db-5c66-4344-8842-096484f8595a,CUST6421,P007,Backpack,Accessories,5,3716.81,18584.05,2024-03-30 00:00:00,North,Net Banking,Completed,0.01
372d970d-a7bd-418d-ae76-94f2a40db42c,CUST8244,P001,Laptop,Electronics,2,76205.31,152410.62,2024-08-11 00:00:00,South,Debit Card,Shipped,0.172
0a0211a1-6455-4458-af3b-b996e3338a7e,CUST8240,P004,Running Shoes,Footwear,2,6107.77,12215.54,2024-05-12 00:00:00,East,UPI,Completed,0.001
a177be55-f1bf-439e-8ece-9958db2009d0,CUST1874,P008,Yoga Mat,Sports,2,523.29,1046.58,2024-05-25 00:00:00,East,COD,Processing,0.051
26d313ed-ad0a-43b0-90d9-ef8347b48735,CUST9214,P006,Novel,Books,4,656.28,2625.12,2024-06-23 00:00:00,North,Net Banking,Cancelled,0.039
96fee3de-0de6-4b25-9845-22debb04ccad,CUST4845,P006,Novel,Books,3,185.43,556.29,2027-01-28 18:29:34,West,Net Banking,Cancelled,0.047
1e89b0a8-acdb-44fd-a195-04cce7b2cc0c,CUST8197,P003,T-Shirt,Apparel,3,1422.32,4266.96,2024-09-14 00:00:00,West,Net Banking,Shipped,0.22
06438331-dd89-4015-aade-31dffe10acf8,CUST4837,P003,T-Shirt,Apparel,1,852.03,852.03,2024-01-09 00:00:00,Central,Credit Card,Returned,0.246
5d7a8cf3-baa2-478c-8ea9-81f0dd360562,CUST7772,P007,Backpack,Accessories,4,3001.01,12004.04,2024-10-31 00:00:00,Central,UPI,Processing,0.23
c04489e2-d08d-4abb-9114-fc52ec926f8e,CUST4775,P002,Headphones,Electronics,4,2621.76,10487.04,2024-09-11 00:00:00,North,COD,Shipped,0.146
1e8d35c3-8990-4472-ba1e-03a8573a3a88,CUST8428,P005,Coffee Maker,Appliances,3,3775.53,11326.59,2024-07-12 00:00:00,South,Debit Card,Cancelled,0.04
c4d920ae-eb66-427a-8158-332a99a77911,CUST5418,P007,Backpack,Accessories,2,1397.73,2795.46,2024-08-28 00:00:00,West,Net Banking,Shipped,0.169
142f8559-dafe-4092-9fb8-95b9ff80f7a7,CUST5495,P004,Running Shoes,Footwear,4,7862.19,31448.76,2024-05-04 00:00:00,Central,Debit Card,Returned,0.157
a10179ac-de1f-4396-a810-b89f48447c6f,CUST4403,P007,Backpack,Accessories,1,3794.29,3794.29,2024-10-17 00:00:00,West,UPI,Cancelled,0.024
e59660c1-b225-4213-8407-e5447ac67560,CUST1712,P005,Coffee Maker,Appliances,5,1900.29,9501.45,2024-01-23 00:00:00,North,Credit Card,Returned,0.287
e9118bc4-540f-40bf-a89c-0b1856968e26,CUST3292,P001,Laptop,Electronics,3,54785.66,164356.98,2024-05-15 00:00:00,Central,Net Banking,Processing,0.161
c99a581f-ef64-4d35-b623-0e81220c0f0a,CUST5995,P003,T-Shirt,Apparel,2,1032.61,2065.22,2024-04-06 00:00:00,West,Debit Card,Completed,0.266
f28b8d79-d0ef-4468-bb47-aec81236c15f,CUST2393,P002,Headphones,Electronics,4,2000.11,8000.44,2024-03-03 00:00:00,West,Net Banking,Shipped,0.097
046f5961-b5c7-4a6b-a506-3d4d8330a181,CUST2287,P004,Running Shoes,Footwear,3,6460.41,19381.23,2024-04-22 00:00:00,South,Net Banking,Cancelled,0.196
18d51252-e46a-46ef-a850-cb10bad170cc,CUST2534,P001,Laptop,Electronics,2,53836.64,107673.28,2024-06-22 00:00:00,West,Net Banking,Completed,0.224
93bbbcf2-ae6e-48d1-8dd6-9189e09db902,CUST6899,P003,T-Shirt,Apparel,4,2322.23,9288.92,2024-06-22 00:00:00,West,Net Banking,Cancelled,0.198
0e22ca5f-a4fc-49f3-a20f-983cc8e483a5,CUST5798,P005,Coffee Maker,Appliances,5,3695.15,18475.75,2024-03-04 00:00:00,Central,COD,Returned,0.182
a9ad9145-9e19-4bc7-8755-1e1ef2bc9a43,CUST4623,P002,Headphones,Electronics,5,1415.67,7078.35,2024-10-15 00:00:00,West,Debit Card,Shipped,0.056
9b32dffb-e2d4-460d-9d9b-1b1263d82c16,CUST2664,P006,Novel,Books,1,325.42,325.42,2024-08-22 00:00:00,South,Debit Card,Returned,0.028
3348951d-7d81-4203-8aff-2ca017b543f5,CUST4756,P006,Novel,Books,3,28815.48,86446.44,2024-03-21 00:00:00,West,UPI,Shipped,0.233
c1503872-e2c9-4510-9207-779329b2153c,CUST2651,P001,Laptop,Electronics,2,109230.96,218461.92,2024-07-04 00:00:00,North,COD,Processing,0.226
0aa71b59-d42a-4d71-9098-0027d6eafacc,CUST7163,,Novel,Books,2,417.38,834.76,2024-12-26 00:00:00,,COD,Completed,0.222
8efc59ca-fe49-4cc9-a644-ce5a841eb796,CUST4515,P001,Laptop,Electronics,4,109712.95,438851.8,2024-08-08 00:00:00,East,Net Banking,Cancelled,0.244
b464746d-343c-4de3-bd28-c1587f2e7771,CUST3474,P004,Running Shoes,Footwear,1,4262.38,4262.38,2024-08-24 00:00:00,Central,Credit Card,Shipped,0.129
0e8d463d-940b-43ca-bbcb-f145f4478e6f,CUST3456,P004,Running Shoes,Footwear,4,7323.85,29295.4,2024-03-21 00:00:00,West,UPI,Cancelled,0.189
8e8dece1-076c-4e53-a173-97888f799a75,CUST9930,P004,Running Shoes,Footwear,4,7012.93,28051.72,2024-03-17 00:00:00,South,Credit Card,Processing,0.138
08de45dc-fa2d-456f-92e5-03e20acc987f,CUST4514,P004,Running Shoes,Footwear,3,3978.76,11936.28,2024-08-17 00:00:00,Central,UPI,Completed,0.105
0555724a-9ee9-4a46-94dd-958d8e5cc10f,CUST8554,P006,Novel,Books,5,297.73,1488.65,2024-08-06 00:00:00,Central,COD,Processing,0.186
ce007626-6ac4-4e5c-8e9c-5aeea4f6ba78,CUST5999,P002,Headphones,Electronics,4,3453.57,13814.28,2024-03-13 00:00:00,West,Debit Card,Returned,0.232
ee8e6f64-2f18-4934-92d4-676361ce9c89,CUST7643,P008,Yoga Mat,Sports,1,1486.09,1486.09,2024-09-11 00:00:00,South,COD,Returned,0.026
cf4b94da-57b3-4675-bc5a-a691fb98ae8e,CUST8926,P005,Coffee Maker,Appliances,2,2109.52,4219.04,2024-08-28 00:00:00,Central,Net Banking,Completed,0.054
5509e4dd-f89d-494a-84fe-26565f464aab,CUST8857,P008,Yoga Mat,Sports,2,1769.35,3538.7,2024-12-18 00:00:00,East,COD,Cancelled,0.218
0f4c5f70-d1af-471f-812f-f479c8268328,CUST7336,P005,Coffee Maker,Appliances,4,1716.91,6867.64,2024-03-08 00:00:00,North,COD,Completed,0.169
75ceab00-78a1-46ec-acd8-9bf2e6cc3fd1,CUST4338,P003,T-Shirt,Apparel,2,2490.31,4980.62,2024-10-31 00:00:00,West,Net Banking,Completed,0.213
b7cfc1e2-4433-4938-a980-b83d812105cc,CUST2412,P006,Novel,Books,1,586.01,586.01,2024-12-11 00:00:00,West,COD,Cancelled,0.04
64207fc8-82ef-4fb6-ada9-0abbc1b610d1,,P001,Laptop,Electronics,1,70642.07,70642.07,2024-05-21 00:00:00,,Credit Card,Returned,0.055
84757354-a579-4808-96ae-0d3b996df0b6,CUST2749,P004,Running Shoes,Footwear,1,6979.04,6979.04,2024-08-29 00:00:00,Central,Debit Card,Returned,0.143
42ec18ff-9d32-48d8-a2b2-79a0980d964a,CUST9774,P004,Running Shoes,Footwear,4,7077.01,28308.04,2024-01-04 00:00:00,North,Credit Card,Shipped,0.285
a17702bd-1e2c-4142-ab5c-784599e424b4,CUST5666,P001,Laptop,Electronics,5,70219.3,351096.5,2024-12-11 00:00:00,South,UPI,Cancelled,0.243
222b6a3a-786c-49fd-8696-92dec531bd98,CUST9011,P006,Novel,Books,5,725.09,3625.45,2024-03-22 00:00:00,East,Net Banking,Processing,0.259
fe29371b-3666-4dbb-a3de-d475270410d2,CUST3608,P004,Running Shoes,Footwear,5,5197.42,25987.1,2024-03-31 00:00:00,North,COD,Cancelled,0.166
166d270e-33fc-4605-83b5-bb54b2d3e5b0,CUST9180,P006,Novel,Books,4,768.26,3073.04,2024-05-08 00:00:00,West,UPI,Shipped,0.182
cd205717-b3ff-454f-9cc3-9f5174a5235e,CUST6161,P008,Yoga Mat,Sports,4,708.36,2833.44,2024-12-15 00:00:00,West,Net Banking,Cancelled,0.019
55b4bfcf-6ac5-40d7-998e-5c14949c23f9,CUST2574,P005,Coffee Maker,Appliances,3,5446.13,16338.39,2024-09-02 00:00:00,Central,COD,Processing,0.031
cd4582ed-1b19-4aa4-bcf3-41ab7dca00fc,CUST9887,P003,T-Shirt,Apparel,1,1344.59,1344.59,2024-02-21 00:00:00,Central,UPI,Processing,0.071
7d3383f6-3ba9-4fad-8676-fd3dfc25837c,CUST8761,P006,Novel,Books,2,213.26,426.52,2026-07-02 18:29:34,North,Net Banking,Cancelled,0.138
f14d5c3f-3e0d-4a3b-b323-0c20555791d9,CUST8269,P004,Running Shoes,Footwear,4,2403.53,9614.12,2024-10-14 00:00:00,North,Net Banking,Processing,0.203
78a7549a-dbe1-436a-aeee-b82c68d9dae1,CUST6921,P006,Novel,Books,5,199.31,996.55,2024-06-12 00:00:00,West,Debit Card,Shipped,0.082
7b4a24fa-1ba1-424b-81b8-4be66203fd21,CUST7781,P003,T-Shirt,Apparel,2,1763.74,3527.48,2024-07-15 00:00:00,South,Credit Card,Cancelled,0.15
437df066-ec70-49cf-9976-a5a3e3ffb931,CUST3000,P006,Novel,Books,5,369.04,1845.2,2024-07-06 00:00:00,North,Debit Card,Returned,0.189
dae212f9-382f-4aef-ab7b-a68edeef5e1f,CUST5920,P006,Novel,Books,3,532.98,1598.94,2024-12-03 00:00:00,East,Credit Card,Cancelled,0.22
f1b570c1-f37e-48a2-b38b-e5eacc8ce43d,CUST9240,P002,Headphones,Electronics,3,54042.36,162127.08,2024-12-26 00:00:00,Central,Credit Card,Returned,0.192
7bc06e2b-9385-4aa6-8fb8-874faf7a7192,CUST9952,P006,Novel,Books,2,660.47,1320.94,2024-09-05 00:00:00,South,Debit Card,Returned,0.259
9845fa7f-6ac8-4ad2-b448-f6173632c1ff,CUST8078,P002,Headphones,Electronics,2,1480.15,2960.3,2024-01-13 00:00:00,North,COD,Processing,0.235
673f680c-fc79-452f-beb2-205aa4d62e13,CUST6377,P006,Novel,Books,5,554.78,2773.9,2024-07-29 00:00:00,Central,Debit Card,Completed,0.21
33a1221e-0b3f-43e8-847f-d001511f346d,CUST5805,P006,Novel,Books,3,336.84,1010.52,2024-12-11 00:00:00,South,Debit Card,Shipped,0.036
4840f672-b882-4f99-9dff-88bc8450084d,CUST2499,P008,Yoga Mat,Sports,4,1590.89,6363.56,2024-11-04 00:00:00,North,Credit Card,Returned,0.037
a621a559-2a61-4100-9b37-7210aa55fe8d,CUST3920,P002,Headphones,Electronics,3,2453.41,7360.23,2024-03-25 00:00:00,Central,COD,Returned,0.089
4fa561a4-45c8-4e8b-9c20-3c27641f80bc,CUST5247,P001,Laptop,Electronics,3,54550.01,163650.03,2024-03-07 00:00:00,West,COD,Cancelled,0.233
d498bacf-8bb1-496d-9dca-e788f5c603ef,CUST4186,P002,Headphones,Electronics,2,1003.22,2006.44,2024-06-17 00:00:00,West,UPI,Returned,0.224
fe886f58-ff4f-439d-85d0-7dfde8ea20ad,CUST3379,P002,Headphones,Electronics,1,4456.36,4456.36,2024-01-23 00:00:00,North,UPI,Processing,0.029
b5787009-ab87-48d5-a8c9-c93c921f2977,CUST1521,P004,Running Shoes,Footwear,1,3408.34,3408.34,2024-10-07 00:00:00,East,UPI,Returned,0.079
eaad292d-4c14-4a96-8fed-6744da1f97cb,CUST7404,P006,Novel,Books,5,699.88,3499.4,2024-06-09 00:00:00,West,Credit Card,Completed,0.017
5bcd46d5-dbb7-4507-ae5a-e29f77fcf27b,CUST7115,P002,Headphones,Electronics,3,2491.98,7475.94,2024-02-29 00:00:00,Central,Net Banking,Shipped,0.13
fceefb6e-b807-4e22-a26a-8db99a50dbaf,CUST7158,P006,Novel,Books,4,441.55,1766.2,2024-02-27 00:00:00,South,Debit Card,Cancelled,0.192
479bbc24-c2db-42d7-8519-8c7418e52eed,CUST4059,P005,Coffee Maker,Appliances,3,1718.15,5154.45,2024-09-09 00:00:00,West,Credit Card,Cancelled,0.113
eb285783-7cbd-49db-aace-1d391d44c597,CUST7822,P003,T-Shirt,Apparel,1,1480.61,1480.61,2024-08-19 00:00:00,South,UPI,Shipped,0.256
879a1459-2851-4bee-9b62-322d86cd9b0a,CUST1692,P005,Coffee Maker,Appliances,1,3391.24,3391.24,2024-03-21 00:00:00,North,COD,Shipped,0.232
c1b95885-e84b-4ba9-af64-4e99f7431afa,CUST8687,P001,Laptop,Electronics,4,48696.58,194786.32,2024-05-05 00:00:00,North,Debit Card,Returned,0.272
b2214002-0612-48f9-9849-df6fcea36458,CUST8308,P005,Coffee Maker,Appliances,5,2506.14,12530.7,2024-12-21 00:00:00,Central,COD,Returned,0.283
14446b53-5c41-49a2-8939-97443fc1c59d,CUST9597,P007,Backpack,Accessories,3,1677.54,5032.62,2024-12-05 00:00:00,South,Credit Card,Cancelled,0.095
f685294c-8226-48a4-8ee5-9a8b9b8aa12b,CUST1567,P003,T-Shirt,Apparel,1,2287.89,2287.89,2024-08-13 00:00:00,South,Credit Card,Completed,0.155
1131b9c9-d29f-4281-89d9-4f0c457ab52f,CUST6593,P003,T-Shirt,Apparel,5,908.6,4543.0,2024-11-04 00:00:00,South,COD,Cancelled,0.022
e6969c07-24c4-45c1-9b62-f6b98912542e,CUST1369,P007,Backpack,Accessories,2,55214.82,110429.64,2024-02-25 00:00:00,North,COD,Cancelled,0.132
70843466-eda4-440e-9b54-830a2f2973cd,CUST4391,P005,Coffee Maker,Appliances,4,3700.42,14801.68,2024-12-01 00:00:00,South,UPI,Cancelled,0.18
26564115-839d-4cbe-90ee-22c8af481e20,CUST5589,P003,T-Shirt,Apparel,5,335.95,1679.75,2024-01-22 00:00:00,Central,COD,Completed,0.084
bf829bf2-77c1-458f-b6f2-b324e2d68d2d,CUST5591,P005,Coffee Maker,Appliances,2,4175.14,8350.28,2024-12-11 00:00:00,North,Net Banking,Cancelled,0.151
9c89d7f2-7b34-439d-af52-bacc5ae3ec8f,CUST7921,P007,Backpack,Accessories,2,2718.42,5436.84,2024-09-21 00:00:00,Central,Debit Card,Cancelled,0.215
7f7a216c-e6c4-4d98-95a5-0606ece868e1,CUST6907,P002,Headphones,Electronics,1,1682.69,1682.69,2024-08-27 00:00:00,West,UPI,Returned,0.225
fbea6ee3-eecf-4133-88c1-deb421545dc6,CUST1845,P003,T-Shirt,Apparel,3,2243.92,6731.76,2024-12-20 00:00:00,Central,UPI,Returned,0.244
73ff7c0a-fa35-419d-9265-d6abb7fffd52,CUST9433,P003,T-Shirt,Apparel,3,1036.37,3109.11,2024-02-13 00:00:00,South,UPI,Returned,0.075
6e6a748e-df3a-4c76-901f-dab13edcfb87,CUST6035,P006,Novel,Books,1,607.74,607.74,2024-02-17 00:00:00,Central,COD,Returned,0.278
ce4d6b6e-3695-4619-8a35-3a859c9fda13,CUST7669,P008,Yoga Mat,Sports,1,1762.38,1762.38,2024-01-18 00:00:00,East,Credit Card,Completed,0.184
fee7dd1b-94a5-4fe5-a35a-312c3751b012,CUST4370,P003,T-Shirt,Apparel,4,2439.39,9757.56,2024-09-21 00:00:00,Central,COD,Completed,0.02
14f72c40-b801-4657-9aba-86d215956a09,CUST3097,P006,Novel,Books,1,241.29,241.29,2024-10-05 00:00:00,West,Credit Card,Returned,0.134
451f87ea-76db-4290-9e49-5df4e4477f6f,CUST4046,P005,Coffee Maker,Appliances,5,4038.54,20192.7,2024-04-17 00:00:00,West,COD,Processing,0.134
f25d9612-730e-4707-8bf0-b78b877ae1ba,CUST8654,P006,Novel,Books,2,725.31,1450.62,2024-08-02 00:00:00,East,Net Banking,Completed,0.053
10a96f9b-4d84-45ba-8494-ae9d88f9c726,CUST7090,P006,Novel,Books,5,250.75,1253.75,2024-01-03 00:00:00,North,UPI,Cancelled,0.13
7c0039ed-0d98-43d8-82f2-f01f3b1b164e,CUST3151,P002,Headphones,Electronics,5,3310.96,16554.8,2024-01-06 00:00:00,North,COD,Completed,0.195
d23bf369-2ec6-48b7-85fb-88c646f982b2,CUST3495,P005,Coffee Maker,Appliances,5,5655.6,28278.0,2024-10-15 00:00:00,East,UPI,Completed,0.123
806a3f93-0ed4-4949-b92c-e24eeb561c5f,CUST6624,P001,Laptop,Electronics,4,83042.56,332170.24,2024-01-02 00:00:00,West,UPI,Cancelled,0.077
4f8af51b-8c3b-4f23-a944-84b160b1a73b,CUST5019,P006,Novel,Books,2,175.14,350.28,2024-10-07 00:00:00,East,Debit Card,Returned,0.25
faf5e8f8-7915-45cb-b714-af828dc3a44a,CUST3720,P004,Running Shoes,Footwear,5,1716.95,8584.75,2024-06-11 00:00:00,Central,Credit Card,Returned,0.127
87e1ed19-e9d4-4222-816d-11055303f0da,CUST7543,P005,Coffee Maker,Appliances,1,4924.64,4924.64,2024-01-15 00:00:00,North,Credit Card,Shipped,0.167
3453bc93-1128-4993-a466-0efea149058d,CUST6066,P006,Novel,Books,1,404.69,404.69,2024-01-12 00:00:00,West,COD,Processing,0.204
3b2b068c-0bee-43e6-a4a3-d1d1fbd1641e,CUST9924,P001,Laptop,Electronics,1,90068.73,90068.73,2024-08-08 00:00:00,North,Credit Card,Shipped,0.08
1c7bbd75-acc1-4537-ab9a-2d1672239d45,CUST4056,P005,Coffee Maker,Appliances,3,2355.61,7066.83,2024-10-26 00:00:00,North,UPI,Cancelled,0.053
e24c499f-7c14-4f16-9175-ceaaeac46802,CUST6111,P008,Yoga Mat,Sports,5,1819.91,9099.55,2024-12-26 00:00:00,South,Credit Card,Returned,0.069
a556bd3a-b13a-4b9b-afa1-2d4f3fb8c5da,CUST9728,P005,Coffee Maker,Appliances,4,2814.45,11257.8,2024-11-11 00:00:00,East,Debit Card,Returned,0.191
c4bf8ad9-2d2d-4d92-bd83-9b402ca40f90,CUST2429,P003,T-Shirt,Apparel,1,1139.35,1139.35,2024-02-06 00:00:00,East,UPI,Processing,0.276
0a866548-0311-48ab-a62a-371f3ed177fa,CUST7177,P005,Coffee Maker,Appliances,4,1823.62,7294.48,2024-03-10 00:00:00,North,Net Banking,Returned,0.068
f38f04c9-e8be-4263-8e69-8968a1390b55,CUST4246,P007,Backpack,Accessories,5,2657.36,13286.8,2024-12-07 00:00:00,South,COD,Processing,0.155
cd5751ec-5b86-48bc-b49f-794bef1f13da,CUST3355,P001,Laptop,Electronics,4,104816.16,419264.64,2024-01-21 00:00:00,West,Credit Card,Cancelled,0.212
eeed357a-9abc-4d11-a636-bf5e7d1ed477,CUST5801,P008,Yoga Mat,Sports,1,1708.29,1708.29,2024-02-24 00:00:00,West,Debit Card,Completed,0.023
7b1bc58d-9712-45a8-8eb7-4b0496c3689b,CUST7657,P001,Laptop,Electronics,4,86358.12,345432.48,2024-06-15 00:00:00,West,Credit Card,Shipped,0.196
1a4003e6-e980-427b-a282-b391da37da56,CUST5793,P007,Backpack,Accessories,5,3374.05,16870.25,2024-07-20 00:00:00,Central,Credit Card,Shipped,0.19
ab2d5443-1871-4245-a9a5-9a8415681c8a,CUST8345,P006,Novel,Books,5,525.58,2627.9,2024-08-16 00:00:00,South,Credit Card,Cancelled,0.005
1788126e-b365-4869-9e32-5bfa1ce25035,CUST8614,P006,Novel,Books,5,347.65,1738.25,2024-01-13 00:00:00,East,Credit Card,Returned,0.029
2d48a891-bcba-4360-a32b-3e1e3f2aa98d,CUST4816,P001,Laptop,Electronics,2,49711.24,99422.48,2024-08-12 00:00:00,North,Credit Card,Shipped,0.145
